dimensions,num_beds,num_baths,house_type,city,location,area_block,description,url,price
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 11,A Beautiful Apartment Is Up For Rent At Uttara 11 Near Uttara Sector 11 Park,/en/property/details-2065894.html,18000.0
500 sqft,1,1,Apartment,Dhaka,Uttara,Sector 11,A Reasonable Apartment Of 500 Sq Ft Is Waiting To Be Rented Close To Uttara Sector 11 Park,/en/property/details-2065878.html,15000.0
850 sqft,2,2,Apartment,Dhaka,Uttara,Sector 10,At Uttara-10 A 850 Sq. Ft Flat Up For Rent.,/en/property/details-2065538.html,12000.0
850 sqft,2,2,Apartment,Dhaka,Uttara,Sector 13,"Situated In Uttara, Near Gausul Azam Jame Masjid, A Moderate Apartment Is Up For Rent",/en/property/details-2065369.html,20000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 12,Very Next To Uttara Hope Hospital &amp; Diagnostic (Pvt) Ltd. A Residential Apartment For Rent.,/en/property/details-2065311.html,15000.0
950 sqft,2,2,Apartment,Dhaka,Uttara,Sector 13,Find 950 SQ FT flat available to Rent in Uttara,/en/property/details-2065321.html,17000.0
"1,300 sqft",3,3,Apartment,Dhaka,Uttara,Sector 7,1300 Sq Ft Residential Apartment Is On Rent In Uttara Sector 7,/en/property/details-2065212.html,35000.0
"1,000 sqft",3,2,Apartment,Dhaka,Uttara,Sector 11,1000 SQ FT apartment is now Vacant to rent in Uttara,/en/property/details-2065046.html,20000.0
900 sqft,3,1,Apartment,Dhaka,Uttara,Sector 12,"900 Sq Ft Home For Rent In Uttara 12, Road No 1",/en/property/details-2064732.html,18000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 12,Beautiful 900 SQ FT flat is available to Rent in Uttara,/en/property/details-2064735.html,15000.0
"1,300 sqft",3,3,Apartment,Dhaka,Uttara,Sector 3,"In The Beautiful Neighborhood In Uttara 3, An Apartment Is Up For Rent",/en/property/details-2064667.html,23000.0
600 sqft,1,1,Apartment,Dhaka,Uttara,Sector 3,Affordable And Wonderful Apartment Up For Rent In Uttara 3,/en/property/details-2064672.html,18500.0
"1,200 sqft",3,3,Apartment,Dhaka,Uttara,Sector 5,1200 SQ FT flat is now Vacant to rent in Uttara,/en/property/details-2064607.html,20000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 11,Comfortable And Nicely Planned Apartment In Uttara For Rent Nearby Shwapno,/en/property/details-2064443.html,18000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 13,"Flat For Rent In Uttara , Near Gausul Azam Jameh Mosjid.",/en/property/details-2064310.html,17000.0
"1,600 sqft",3,3,Apartment,Dhaka,Uttara,Sector 10,Check This 1600 Sq. Ft Decent Apartment Up For Rent At Uttara Very Near To Baitur-rashad Jame Masjid,/en/property/details-2064072.html,22000.0
"1,700 sqft",3,3,Apartment,Dhaka,Uttara,Sector 14,A Nicely Planned Flat Is Up For Rent In Uttara Nearby Trust College,/en/property/details-1918384.html,35000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 12,Visit This 900 Sq Ft Flat For A Small Family Is Here Available For Rent In Uttara Sec 12.,/en/property/details-2063145.html,18000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 12,A Ready 900 Sq. ft-2 Bedroom Apartment For Rent In Uttara-12.,/en/property/details-2063147.html,18000.0
